File Name,Unusable,Moderately good,Good-number of layers
"Gulda_top_of_middle_A01_G006_0007[0,0].jpg",,,9
"Gulda_top_of_middle_A01_G006_0007[0,1].jpg",,,9
"Gulda_top_of_middle_A01_G006_0007[0,2].jpg",,,9
"Gulda_top_of_middle_A01_G006_0007[0,3].jpg",,,8
"Gulda_top_of_middle_A01_G006_0007[1,0].jpg",,1,
"Gulda_top_of_middle_A01_G006_0007[1,1].jpg",,1,
"Gulda_top_of_middle_A01_G006_0007[1,2].jpg",,1,
"Gulda_top_of_middle_A01_G006_0007[1,3].jpg",,1,
"Gulda_top_of_middle_A01_G006_0007[2,0].jpg",,1,
"Gulda_top_of_middle_A01_G006_0007[2,1].jpg",,1,
"Gulda_top_of_middle_A01_G006_0007[2,2].jpg",,1,
"Gulda_top_of_middle_A01_G006_0007[2,3].jpg",,1,
"Gulda_top_of_middle_A01_G006_0007[3,0].jpg",,1,
"Gulda_top_of_middle_A01_G006_0007[3,1].jpg",,1,
"Gulda_top_of_middle_A01_G006_0007[3,2].jpg",,1,
"Gulda_top_of_middle_A01_G006_0007[3,3].jpg",,1,
"Gulda_top_of_middle_A01_G006_0008[0,0].jpg",,1,
"Gulda_top_of_middle_A01_G006_0008[0,1].jpg",,,12
"Gulda_top_of_middle_A01_G006_0008[0,2].jpg",,1,
"Gulda_top_of_middle_A01_G006_0008[0,3].jpg",,1,
"Gulda_top_of_middle_A01_G006_0008[1,0].jpg",,,12
"Gulda_top_of_middle_A01_G006_0008[1,1].jpg",,1,
"Gulda_top_of_middle_A01_G006_0008[1,2].jpg",,1,
"Gulda_top_of_middle_A01_G006_0008[1,3].jpg",,1,
"Gulda_top_of_middle_A01_G006_0008[2,0].jpg",,1,
"Gulda_top_of_middle_A01_G006_0008[2,1].jpg",,,12
"Gulda_top_of_middle_A01_G006_0008[2,2].jpg",,,13
"Gulda_top_of_middle_A01_G006_0008[2,3].jpg",,,11
"Gulda_top_of_middle_A01_G006_0008[3,0].jpg",,,11
"Gulda_top_of_middle_A01_G006_0008[3,1].jpg",,,11
"Gulda_top_of_middle_A01_G006_0008[3,2].jpg",,,9
"Gulda_top_of_middle_A01_G006_0008[3,3].jpg",,,8
"Gulda_top_of_middle_A01_G006_0009[0,0].jpg",,,8
"Gulda_top_of_middle_A01_G006_0009[0,1].jpg",,,7
"Gulda_top_of_middle_A01_G006_0009[0,2].jpg",,,6
"Gulda_top_of_middle_A01_G006_0009[0,3].jpg",,,5
"Gulda_top_of_middle_A01_G006_0009[1,0].jpg",,,4
"Gulda_top_of_middle_A01_G006_0009[1,1].jpg",,1,
"Gulda_top_of_middle_A01_G006_0009[1,2].jpg",,1,
"Gulda_top_of_middle_A01_G006_0009[1,3].jpg",,1,
"Gulda_top_of_middle_A01_G006_0009[2,0].jpg",,1,
"Gulda_top_of_middle_A01_G006_0009[2,1].jpg",,1,
"Gulda_top_of_middle_A01_G006_0009[2,2].jpg",,1,
"Gulda_top_of_middle_A01_G006_0009[2,3].jpg",,,10
"Gulda_top_of_middle_A01_G006_0009[3,0].jpg",,1,
"Gulda_top_of_middle_A01_G006_0009[3,1].jpg",,1,
"Gulda_top_of_middle_A01_G006_0009[3,2].jpg",,1,
"Gulda_top_of_middle_A01_G006_0009[3,3].jpg",,,8
"Gulda_top_of_middle_A01_G006_0010[0,0].jpg",,1,
"Gulda_top_of_middle_A01_G006_0010[0,1].jpg",,1,
"Gulda_top_of_middle_A01_G006_0010[0,2].jpg",,1,
"Gulda_top_of_middle_A01_G006_0010[0,3].jpg",,1,
"Gulda_top_of_middle_A01_G006_0010[1,0].jpg",,1,
"Gulda_top_of_middle_A01_G006_0010[1,1].jpg",,,5
"Gulda_top_of_middle_A01_G006_0010[1,2].jpg",,,4
"Gulda_top_of_middle_A01_G006_0010[1,3].jpg",,,5
"Gulda_top_of_middle_A01_G006_0010[2,0].jpg",,,5
"Gulda_top_of_middle_A01_G006_0010[2,1].jpg",,,5
"Gulda_top_of_middle_A01_G006_0010[2,2].jpg",,1,
"Gulda_top_of_middle_A01_G006_0010[2,3].jpg",,1,
"Gulda_top_of_middle_A01_G006_0010[3,0].jpg",,1,
"Gulda_top_of_middle_A01_G006_0010[3,1].jpg",,1,
"Gulda_top_of_middle_A01_G006_0010[3,2].jpg",,,10
"Gulda_top_of_middle_A01_G006_0010[3,3].jpg",,,10
"Gulda_top_of_middle_A01_G006_0011[0,0].jpg",,1,
"Gulda_top_of_middle_A01_G006_0011[0,1].jpg",,,8
"Gulda_top_of_middle_A01_G006_0011[0,2].jpg",,,10
"Gulda_top_of_middle_A01_G006_0011[0,3].jpg",,1,
"Gulda_top_of_middle_A01_G006_0011[1,0].jpg",,1,
"Gulda_top_of_middle_A01_G006_0011[1,1].jpg",,,5
"Gulda_top_of_middle_A01_G006_0011[1,2].jpg",,,5
"Gulda_top_of_middle_A01_G006_0011[1,3].jpg",,,5
"Gulda_top_of_middle_A01_G006_0011[2,0].jpg",1,,
"Gulda_top_of_middle_A01_G006_0011[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0011[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0011[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0011[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0011[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0011[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0011[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0012[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0013[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0014[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0015[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0016[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0017[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0018[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0019[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0020[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0021[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0022[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0023[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0024[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0025[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[0,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[0,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[0,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[0,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[1,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[1,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[1,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[1,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[2,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[2,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[2,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[2,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[3,0].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[3,1].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[3,2].jpg",,,
"Gulda_top_of_middle_A01_G006_0026[3,3].jpg",,,
"Gulda_top_of_middle_A01_G006_0027[0,0].jpg",,,
